0.000000,204.000000,6.000000,833.000000
6.000000,833.000000,9.000000,967.000000
9.000000,967.000000,134.000000,996.000000
134.000000,996.000000,878.000000,996.000000
878.000000,996.000000,979.000000,990.000000
979.000000,990.000000,996.000000,807.000000
996.000000,807.000000,998.000000,470.000000
998.000000,470.000000,998.000000,425.000000 ***
0.000000,204.000000,30.000000,27.000000
30.000000,27.000000,41.000000,11.000000
41.000000,11.000000,259.000000,0.000000
259.000000,0.000000,800.000000,0.000000
800.000000,0.000000,909.000000,11.000000
909.000000,11.000000,991.000000,21.000000
991.000000,21.000000,998.000000,58.000000
998.000000,58.000000,998.000000,425.000000 ***
